normalized_word,frequency,earliest_grade
कांपे,1.0,7.0
कांपा,1.0,9.0
डांस,1.0,9.0
लखेरा,1.0,1.0
डांडिया,1.0,3.0
कहूँगा,1.0,5.0
डांगरी,1.0,9.0
कहिएगा,1.0,9.0
डांगर,1.0,6.0
कांग,1.0,4.0
काँवड़,1.0,6.0
काँपने,1.0,6.0
दोहावली,1.0,9.0
काँप,1.0,9.0
काँध,1.0,7.0
लगाएगी,1.0,
दोहरेतीं,1.0,9.0
लगाऊँगा,1.0,
दोहरे,1.0,9.0
लघुकथा,1.0,9.0
द्यालय,1.0,4.0
दौड़ें,1.0,5.0
कहहूँ,1.0,9.0
कहलाया,1.0,
दौलत,1.0,7.0
कहलाए,1.0,7.0
दौड़ो,1.0,
दौड़ी,1.0,
कहै,1.0,9.0
कहूँगी,1.0,9.0
लगूँगा,1.0,
लगूँ,1.0,
लगायो,1.0,6.0
लगायी,1.0,
लटकना,1.0,8.0
लटकते,1.0,8.0
लटकती,1.0,8.0
लटककर,1.0,2.0
दौड़ाया,1.0,
लज्जाशील,1.0,9.0
लज्जायुक्त,1.0,8.0
दौड़ाना,1.0,9.0
दौड़ाते,1.0,7.0
कहक,1.0,8.0
कस्बे,1.0,8.0
द्विजदेव,1.0,9.0
द्वापर,1.0,6.0
कहानीकार,1.0,6.0
द्रोणि,1.0,9.0
द्रोण,1.0,4.0
धँसने,1.0,9.0
लजाना,1.0,9.0
लजाते,1.0,7.0
लज़ीज़,1.0,2.0
लघुता,1.0,8.0
लड़काई,1.0,9.0
लड़कपन,1.0,9.0
कसंका़,1.0,7.0
कस,1.0,8.0
द्वीपों,1.0,9.0
द्वीप,1.0,7.0
डरती,1.0,5.0
कहल,1.0,8.0
कहतें,1.0,7.0
डाकिए,1.0,2.0
डाकघरों,1.0,4.0
डाक घर,1.0,7.0
डाई,1.0,6.0
लटकाते,1.0,1.0
लटकाकर,1.0,6.0
लताएँ,1.0,6.0
लड्डू पफली,1.0,2.0
डाइऑक्साइड,1.0,
लड़ाते,1.0,
द्विविधता,1.0,7.0
द्विनेत्री,1.0,9.0
लड़ते,1.0,9.0
लड़खड़ाया,1.0,6.0
लम,1.0,8.0
द्वित्व,1.0,3.0
द्वित,1.0,6.0
धन कट,1.0,7.0
लपेटकर,1.0,9.0
धड़का,1.0,7.0
लपटें,1.0,9.0
लपटायो,1.0,6.0
धड़कनें,1.0,6.0
लपट,1.0,9.0
धड़कने,1.0,7.0
लपककर,1.0,4.0
लदा,1.0,3.0
लद,1.0,3.0
लताकाया,1.0,7.0
ललचाऊँ,1.0,6.0
ललचाई,1.0,
ललकारा,1.0,
ललकारता,1.0,6.0
धड़कती,1.0,7.0
लरज़,1.0,9.0
धड़क,1.0,6.0
लयुमुहै,1.0,7.0
धड़,1.0,7.0
लययुद्ध,1.0,9.0
लययुक्त,1.0,9.0
लय के,1.0,7.0
लमही,1.0,9.0
लमकार,1.0,7.0
लहका,1.0,5.0
लहंगा,1.0,6.0
धज्जियां,1.0,7.0
धक्की,1.0,1.0
लश्कर,1.0,5.0
लवार,1.0,8.0
लवण,1.0,1.0
लव,1.0,7.0
लल्ला,1.0,9.0
धनाढ्य,1.0,6.0
धनाग्यका,1.0,7.0
धनवंत,1.0,7.0
धनराशि,1.0,8.0
कल्पवासी,1.0,9.0
कल्पनाशीलता,1.0,8.0
कसरतें,1.0,9.0
डची,1.0,9.0
कसने,1.0,7.0
कसना,1.0,2.0
कसक,1.0,9.0
ललुपवर,1.0,9.0
ललाद,1.0,8.0
ललाएँ,1.0,8.0
ललचाना,1.0,8.0
डकैती,1.0,6.0
लहूलुहान,1.0,7.0
लहूनी,1.0,9.0
डकार,1.0,9.0
लहलहाने,1.0,4.0
लहलहाई,1.0,9.0
डंडियों,1.0,7.0
ड़ियां,1.0,4.0
कलाबाज़ियाँ,1.0,2.0
ड़ा,1.0,9.0
ड़,1.0,5.0
डलियों,1.0,3.0
कवितांतार,1.0,9.0
लहराना,1.0,4.0
लहराती,1.0,7.0
लहराई,1.0,5.0
लहजा,1.0,7.0
लाऊँगी,1.0,1.0
लाऊँ,1.0,
डरें,1.0,8.0
लाइव,1.0,9.0
लाइनें,1.0,9.0
लाइन,1.0,7.0
लाइट,1.0,9.0
धनराजू,1.0,7.0
लांछित,1.0,9.0
लांछन,1.0,9.0
लांघीं,1.0,7.0
लांघती,1.0,7.0
लाँघकर,1.0,9.0
धनयोजन,1.0,7.0
धनपत राय,1.0,6.0
लाचारी,1.0,9.0
लागे,1.0,8.0
लागू,1.0,7.0
धनपत,1.0,9.0
धबरजयुमहाराज,1.0,7.0
कलसों,1.0,9.0
धनुष्सु,1.0,9.0
कलरिंग,1.0,2.0
धनुष्य,1.0,9.0
कलपे,1.0,9.0
धनुषु,1.0,9.0
कल्पनात्मक,1.0,8.0
कल्पनाओं,1.0,8.0
कल्पनाएँ,1.0,8.0
कलेजे,1.0,6.0
धनुषाकार,1.0,7.0
लाक्षणिक,1.0,9.0
धनुक,1.0,9.0
धनुः,1.0,9.0
धरमसंघ,1.0,7.0
लामजाओ,1.0,5.0
लाभदायक,1.0,7.0
लातीं,1.0,
धरकर,1.0,9.0
धमुष्य,1.0,7.0
ठोकते,1.0,4.0
ठोकता,1.0,4.0
लाजवाब,1.0,
ठेलमठेल,1.0,9.0
लाविण्य,1.0,7.0
ठेलने,1.0,9.0
लावणी,1.0,4.0
लावण,1.0,7.0
लालों,1.0,9.0
डफली (assuming error from context),1.0,9.0
लालाजी,1.0,
कर्ज़,1.0,7.0
कर्मों,1.0,5.0
कर्मियों,1.0,7.0
धमकियाँ,1.0,9.0
कर्मपरायणता,1.0,9.0
धमकाराए,1.0,7.0
कर्मण,1.0,8.0
धमकाते,1.0,7.0
कलाकृति,1.0,8.0
धब्बेका,1.0,7.0
धर्मों,1.0,6.0
लालसा,1.0,8.0
धर्मार्थ,1.0,8.0
धर्मान,1.0,7.0
लिखवाएँ,1.0,
लिखतीं,1.0,9.0
कर्तव्यनिष्ठ,1.0,9.0
कर्णछेदन,1.0,7.0
धर्मसंग,1.0,7.0
कर्कश,1.0,9.0
करौंदा,1.0,7.0
करोड़,1.0,8.0
कलगी,1.0,6.0
धर्मशालाओं,1.0,9.0
धर्मराज्य (assuming error from context),1.0,2.0
कलकत्ते,1.0,9.0
कलकत्ता,1.0,8.0
धर्मभूमि,1.0,6.0
लाहौर,1.0,4.0
लासानी,1.0,8.0
लासपुर,1.0,7.0
धर्मपत्नी,1.0,6.0
धर्मग्रंथ,1.0,9.0
लिखीं,1.0,6.0
धर्मकृत्य,1.0,8.0
धराधर,1.0,7.0
धारणा,1.0,4.0
धाम,1.0,4.0
कर्मकांड,1.0,9.0
कर्नल,1.0,6.0
कर्ता,1.0,9.0
कर्तव्यों,1.0,9.0
धान्य,1.0,6.0
लिखापढ़ी,1.0,6.0
धात्री,1.0,9.0
लिखवाने,1.0,2.0
लिखवाना,1.0,9.0
लिरुड,1.0,9.0
धातुओं,1.0,8.0
ठिठुरे,1.0,2.0
ठिठुरती,1.0,9.0
डंगर,1.0,9.0
लिपटी,1.0,2.0
ठोस सामग्री,1.0,7.0
ठोकरें,1.0,6.0
धाकवा,1.0,7.0
लिपटकर,1.0,6.0
लिपट,1.0,5.0
लीलाओं,1.0,6.0
लीला,1.0,5.0
लील,1.0,6.0
धाकड़,1.0,7.0
लीपना,1.0,9.0
धसंधक्का,1.0,7.0
लीजिएगा,1.0,
करानी,1.0,9.0
धीमे,1.0,3.0
कराकर (no correction needed),1.0,9.0
कराएगा,1.0,
धिन्तका,1.0,7.0
धावे,1.0,6.0
करें।,1.0,1.0
लीची,1.0,3.0
धारियाँ,1.0,9.0
ली गाँव,1.0,7.0
धारावाहिक,1.0,6.0
लिवायें,1.0,5.0
लुभाना,1.0,6.0
धारदार,1.0,8.0
धुले,1.0,9.0
धुलाना,1.0,9.0
लुढ़काए,1.0,1.0
लुढ़कने,1.0,7.0
धुलाई,1.0,6.0
लुढ़क,1.0,5.0
लुटाएं,1.0,4.0
लुकाई,1.0,7.0
लुक,1.0,5.0
लुएँ,1.0,7.0
लीलावती,1.0,5.0
धुलने,1.0,9.0
ले गया,1.0,
लूडो,1.0,3.0
करवाते,1.0,8.0
करवाएं,1.0,
धुरी,1.0,5.0
धुनें,1.0,9.0
करनेवाला,1.0,
करीब,1.0,9.0
धुनना,1.0,9.0
करीना,1.0,9.0
धुँधले,1.0,9.0
धीरज,1.0,8.0
कराह,1.0,6.0
करारे,1.0,3.0
लूटा,1.0,6.0
लूटने,1.0,6.0
धैर्यरहित,1.0,6.0
धे,1.0,2.0
धृष्टतापूर्ण,1.0,6.0
लेटता,1.0,5.0
धृष्ट,1.0,6.0
धूलिकण,1.0,8.0
ठाणे,1.0,7.0
ठाकुरेला,1.0,4.0
करछी,1.0,1.0
करघे,1.0,8.0
कम्बे,1.0,1.0
ठूंस,1.0,
कराई,1.0,5.0
करवाने,1.0,5.0
ठूँसना,1.0,8.0
लेखनीय,1.0,8.0
ठूँठ,1.0,7.0
लेखनात्मक,1.0,7.0
धूर्त,1.0,4.0
लेव,1.0,5.0
लेमन,1.0,8.0
लेफ्ट,1.0,9.0
लेप,1.0,9.0
कमाना,1.0,9.0
धूमिल,1.0,9.0
कमाए,1.0,4.0
कमाऊँगा,1.0,
धोखेबाज,1.0,9.0
कमलधारा,1.0,9.0
करतूत,1.0,5.0
करती हैं,1.0,
धोओ,1.0,
धोए,1.0,
धों,1.0,3.0
लोकचित्रकार,1.0,2.0
धैर्यसंत,1.0,7.0
लोककथाओं,1.0,7.0
ध्वकाल्पी,1.0,7.0
ध्यानशी,1.0,7.0
लोइयाँ,1.0,4.0
लॉय,1.0,9.0
ध्यानवा,1.0,9.0
लैक्स,1.0,7.0
ध्यानमग्न,1.0,8.0
ठप,1.0,4.0
लोकभाषा,1.0,9.0
ठिठका,1.0,9.0
लोकप्रचलित,1.0,7.0
लोकपर्व,1.0,6.0
लोकनृत्यों,1.0,4.0
ठिकाने,1.0,1.0
ठिक,1.0,5.0
लोकनीति,1.0,7.0
लोकनाट्य,1.0,9.0
लोकधर्मी,1.0,9.0
ठानने,1.0,6.0
लोकतांत्र,1.0,7.0
लोकतक,1.0,5.0
लोकजीवन,1.0,9.0
लोल,1.0,8.0
ठान,1.0,8.0
ध्यान और तपस्या,1.0,7.0
लोटों,1.0,9.0
धौंस,1.0,5.0
ध्वे,1.0,3.0
लोचनरूप,1.0,9.0
कमज़ोर,1.0,
ध्विषयी,1.0,8.0
कब्ज़ा,1.0,9.0
कबूल,1.0,9.0
ध्वस्त,1.0,9.0
कमीबाई,1.0,9.0
कमीजों,1.0,8.0
कमीज़ें,1.0,9.0
ध्वन्यात्मक,1.0,9.0
ठं,1.0,3.0
ट्वीकृत,1.0,7.0
ठहरे,1.0,7.0
ठहरी,1.0,9.0
कपास,1.0,8.0
ठहरियाँ,1.0,9.0
ठहरिए,1.0,8.0
लोचन,1.0,9.0
लोच,1.0,5.0
लोकों,1.0,4.0
लोकल,1.0,9.0
ठहराना,1.0,7.0
लौटाना,1.0,7.0
ध्वनिक्षामाध्यत,1.0,7.0
ध्वजसमारोह,1.0,7.0
लौटता,1.0,5.0
नक्काशी,1.0,8.0
लोहा,1.0,6.0
नकारते,1.0,9.0
वकालतनामा,1.0,6.0
नईयत,1.0,9.0
वंदनीय,1.0,6.0
ट्रे,1.0,9.0
वंजनों,1.0,3.0
ट्रि,1.0,5.0
ट्रांसफर,1.0,7.0
ठठाककार,1.0,7.0
कनन,1.0,8.0
ठकुरा,1.0,
कनखजूरे,1.0,2.0
न देखे,1.0,7.0
कपड़े,1.0,5.0
कप्तान,1.0,6.0
नचायो,1.0,
नचा,1.0,8.0
नगाड़ों,1.0,6.0
नखरा,1.0,9.0
लौटूँगा,1.0,
नख,1.0,9.0
वज्रमय,1.0,6.0
वज्रपात,1.0,6.0
नद्द,1.0,6.0
नथुने,1.0,8.0
नतालिया,1.0,6.0
वचनावली,1.0,8.0
वचनबद्ध,1.0,8.0
टोले,1.0,8.0
वक्र,1.0,9.0
वक्ता,1.0,9.0
वनस्,1.0,6.0
वनमाली,1.0,6.0
वनमानुष,1.0,1.0
वधजगत,1.0,7.0
वध,1.0,8.0
वदूत,1.0,4.0
टोलियों,1.0,4.0
ट्रॉफी,1.0,4.0
ट्रॉ,1.0,3.0
कथी,1.0,8.0
ट्रेक,1.0,3.0
नत,1.0,2.0
कपट रहित,1.0,9.0
नजीबाबाद,1.0,8.0
कप,1.0,2.0
कन्हैया,1.0,3.0
नज़रअंदाज़,1.0,2.0
वणिक,1.0,7.0
वणलोभी,1.0,9.0
नजरों,1.0,9.0
वड़ा,1.0,7.0
वटी,1.0,7.0
नजदीक,1.0,9.0
नभभर,1.0,8.0
वरदातम्,1.0,6.0
नप,1.0,8.0
वयाह,1.0,9.0
वयायाम,1.0,9.0
वयस्कों,1.0,5.0
वयस्क,1.0,6.0
वन्स,1.0,9.0
वन्यजीव,1.0,5.0
वनीकरण,1.0,3.0
वर्णनात्मकता,1.0,8.0
वर्चस्व,1.0,8.0
नन्ही,1.0,5.0
वर्गीकृत,1.0,3.0
वर्गीकरण,1.0,3.0
ननाका,1.0,8.0
नयोत्तर,1.0,9.0
कताबें,1.0,7.0
कतराते,1.0,5.0
नयारा,1.0,2.0
नमूना,1.0,8.0
कदावरे,1.0,7.0
कदापि,1.0,6.0
कदा,1.0,9.0
कदलक्का,1.0,3.0
टोक,1.0,9.0
वर्गमील,1.0,6.0
वर्क्स,1.0,6.0
वरली,1.0,8.0
वर्षा ऋतु,1.0,6.0
टोंटीदार,1.0,9.0
वर्धन,1.0,7.0
वर्धक,1.0,4.0
वर्दी,1.0,5.0
कड़ियाँ,1.0,9.0
टॉर्च,1.0,9.0
कड़ाके,1.0,7.0
कड़वा,1.0,4.0
ट्रकवि,1.0,6.0
ट्यूशन,1.0,7.0
कथात्मक,1.0,9.0
टोहती,1.0,9.0
टोह,1.0,9.0
वर्तमान समय में कला,1.0,7.0
नमकहराम,1.0,9.0
वसुदेव,1.0,6.0
नलिखित,1.0,4.0
नलवा,1.0,9.0
कठपुतलियों,1.0,3.0
कटोरा,1.0,9.0
कटोर,1.0,4.0
कटुरै,1.0,9.0
कतर,1.0,7.0
नलगे,1.0,6.0
कत,1.0,8.0
कणों,1.0,9.0
नर्मदापुरम,1.0,9.0
नर्मदा,1.0,8.0
वशाधीन,1.0,8.0
नर्म,1.0,7.0
वल्लभभाई,1.0,8.0
वल्लभ,1.0,8.0
नर्तिकियाँ,1.0,7.0
वाई,1.0,7.0
वांछनीय,1.0,9.0
नर्तकों,1.0,7.0
नरसैयो,1.0,9.0
कटली,1.0,4.0
नरसी,1.0,9.0
नवी,1.0,1.0
नवाबों,1.0,9.0
नववर्ष,1.0,3.0
कटक,1.0,8.0
कठोता,1.0,
टेढ़ापन,1.0,9.0
कठिनता,1.0,9.0
टेढ़ा,1.0,9.0
टेक्,1.0,5.0
वातारण,1.0,7.0
वाताग्र,1.0,7.0
वाताकाश-सौंदर्य,1.0,7.0
वाणिज्य,1.0,9.0
वाटरमार्क,1.0,7.0
वाजे,1.0,9.0
टेककर,1.0,7.0
टेक,1.0,9.0
वाचन,1.0,9.0
टोने,1.0,
वाङ्,1.0,9.0
वाघोड़ा,1.0,5.0
वागत,1.0,6.0
वाक्यों में,1.0,7.0
वाद्यंत्र,1.0,4.0
टोटके,1.0,9.0
वादी,1.0,9.0
वादिश,1.0,3.0
वादियों,1.0,7.0
टोकें,1.0,
टोकरियों,1.0,6.0
टोकने,1.0,7.0
कचरियाँ,1.0,5.0
टोकते,1.0,7.0
कचनार,1.0,4.0
कक्षाएँ,1.0,9.0
नवजोत,1.0,3.0
नहाता,1.0,9.0
कटारों,1.0,6.0
नहाऊँगा,1.0,8.0
नहलाती,1.0,
नहला,1.0,4.0
कटवाने,1.0,4.0
कटवाना,1.0,
नसों,1.0,6.0
वादक,1.0,7.0
नस,1.0,6.0
नशे,1.0,9.0
वातावरण का,1.0,7.0
नशा,1.0,9.0
नवीनतम्,1.0,9.0
नागर,1.0,7.0
वानियों,1.0,4.0
वाना,1.0,8.0
वास्ता,1.0,9.0
नाग,1.0,9.0
वासुदेव,1.0,
वासना,1.0,7.0
वासन,1.0,7.0
कंप (if contextually 'company'),1.0,4.0
नाखूनों,1.0,3.0
कंदील,1.0,2.0
कंदरा,1.0,5.0
कंदन,1.0,8.0
कंद,1.0,4.0
कंडा,1.0,4.0
नाकों,1.0,9.0
नाकामयाब,1.0,7.0
कचौरी,1.0,1.0
कचौड़ी,1.0,7.0
वाष्प,1.0,7.0
वालीली,1.0,6.0
विक्रम,1.0,3.0
विकृति,1.0,2.0
विकासात्मक,1.0,6.0
विकल्पों,1.0,5.0
विकलांगता,1.0,6.0
कंगले,1.0,6.0
कंगन,1.0,8.0
टूटन,1.0,9.0
टूटते,1.0,8.0
कँपकँपी,1.0,9.0
क,1.0,1.0
टूटता,1.0,9.0
टूटकर,1.0,9.0
टैगोर,1.0,7.0
टैंक,1.0,9.0
टेस्ट,1.0,2.0
टेलीफोन,1.0,7.0
टेलीग्राफी,1.0,8.0
विक,1.0,7.0
वाहिनियों,1.0,6.0
वाहनों,1.0,5.0
विच्छेद,1.0,9.0
विचारानुसार,1.0,8.0
विचाराधिकार,1.0,9.0
विचारने,1.0,9.0
विचारकों,1.0,9.0
टेर,1.0,3.0
नाँदों,1.0,9.0
नाचें,1.0,5.0
नाचे,1.0,7.0
विज्ञापनों,1.0,6.0
नाचती,1.0,9.0
नाचता,1.0,9.0
विजेताओं,1.0,9.0
विजेता,1.0,4.0
विजुअल,1.0,6.0
नागौर,1.0,3.0
नागिन,1.0,7.0
नागार्जुन,1.0,9.0
ओढ़ना,1.0,7.0
ओहों,1.0,3.0
कंट्रोल,1.0,9.0
नाथ,1.0,9.0
कंजूस,1.0,9.0
नाते,1.0,9.0
कंघा,1.0,1.0
कंगारू,1.0,3.0
विजातीय,1.0,8.0
विजयश्री,1.0,9.0
विजयनगर,1.0,4.0
विद्यार्थि,1.0,4.0
विद्यानिवास,1.0,6.0
विद्यमान,1.0,2.0
विदेह,1.0,9.0
विदेशी,1.0,6.0
विदूषक,1.0,4.0
ओम्,1.0,9.0
नाट्यशास्त्र,1.0,7.0
नाट्यम,1.0,7.0
नाट्य,1.0,7.0
नाटकीय,1.0,6.0
नाटकाएँ,1.0,7.0
नाटककार,1.0,9.0
और उनके,1.0,7.0
नाज़ुक,1.0,7.0
विदाई,1.0,5.0
नामकरण,1.0,9.0
वित्तीय,1.0,6.0
विडंबना,1.0,8.0
विटामिन,1.0,4.0
विट,1.0,8.0
विधिक,1.0,7.0
नाम आपका,1.0,4.0
नापसंद,1.0,9.0
टीलों,1.0,9.0
विद्वानों,1.0,9.0
विद्वता,1.0,9.0
टीमें,1.0,3.0
विद्यालयों,1.0,4.0
टीना,1.0,5.0
टूरिस्ट,1.0,8.0
टूटेगी,1.0,9.0
टूटूबर,1.0,9.0
विनिबद्ध,1.0,7.0
नानाट्टम,1.0,7.0
नादान,1.0,6.0
ओछा,1.0,7.0
नाराज़,1.0,6.0
ऑस्ट्रेलिया,1.0,3.0
ऑर्बिट,1.0,4.0
ऑफिसियल,1.0,5.0
ओष्ठ,1.0,1.0
नारंग,1.0,6.0
ओलिया,1.0,9.0
ओरावत,1.0,2.0
ओरांव,1.0,1.0
टिप्पण,1.0,7.0
विध्वंसमय,1.0,9.0
विधिवाचक,1.0,9.0
विधिवत,1.0,9.0
विधियाँ,1.0,5.0
विभागों,1.0,9.0
विभा,1.0,6.0
टिपट,1.0,6.0
विप्रंसगता,1.0,7.0
टिट्टी,1.0,8.0
विप्नदर्शी,1.0,8.0
विपरीतता,1.0,5.0
विपन्नता,1.0,9.0
टुकड़ियाँ,1.0,6.0
विपदा,1.0,6.0
विपति,1.0,8.0
विरत,1.0,8.0
विरक्त,1.0,8.0
टुकटुक,1.0,7.0
टुक,1.0,9.0
नायर,1.0,4.0
नामा,1.0,9.0
विमा,1.0,4.0
विमला,1.0,3.0
ऑक्सीजन,1.0,4.0
ऐसों,1.0,9.0
ऐसा करना,1.0,7.0
नाहक,1.0,9.0
ओडम्,1.0,9.0
ओठ,1.0,7.0
नासमझ,1.0,9.0
ओझा,1.0,4.0
ओझल,1.0,8.0
ओजस्,1.0,9.0
ओजपूर्ण,1.0,9.0
ओज,1.0,7.0
नाश्ते,1.0,7.0
विभूषण,1.0,7.0
विभान,1.0,8.0
विभाजन,1.0,8.0
विलंब,1.0,8.0
विल,1.0,9.0
विरोधाभास,1.0,9.0
नाविक,1.0,5.0
टिकता,1.0,8.0
टिंडा,1.0,4.0
विराजे,1.0,6.0
विराजमान,1.0,4.0
विराजपेट,1.0,
विरसा,1.0,3.0
विरस,1.0,9.0
टिंकल,1.0,4.0
टावर,1.0,6.0
विवर्ष,1.0,5.0
विवरणिका,1.0,9.0
टीका,1.0,9.0
टीकरण,1.0,9.0
विलोक,1.0,9.0
विलुप्त,1.0,5.0
टिमटिमा,1.0,6.0
टिफिन,1.0,4.0
विलाचल,1.0,9.0
विलव,1.0,9.0
टिप्पणियों,1.0,8.0
विविधतापूर्ण,1.0,8.0
नाली,1.0,7.0
नालियाँ,1.0,7.0
विवाहोत्सव,1.0,9.0
विवाहों,1.0,9.0
ऐंठी,1.0,2.0
निकलवाया,1.0,6.0
ऐंठ,1.0,9.0
निकलती,1.0,4.0
निक,1.0,9.0
एससी,1.0,9.0
ऑफसेट,1.0,6.0
ऑफर,1.0,7.0
ऑप्शंस,1.0,1.0
ऑपरेटर्मोहन,1.0,7.0
निःशुल्क,1.0,8.0
निकालूँ,1.0,8.0
विवान,1.0,8.0
विवाधीनता,1.0,8.0
विवादास्पदता,1.0,8.0
विवादपूर्वक,1.0,9.0
निकालते,1.0,5.0
निकालतीं,1.0,
विशाला,1.0,6.0
निकालता,1.0,9.0
विशाखा,1.0,8.0
विवेचना,1.0,
विवेचन,1.0,9.0
विवेकसम्मत,1.0,9.0
विवेकशील,1.0,8.0
विवेकवान,1.0,4.0
विश्वामित्र,1.0,9.0
विश्वसनीय,1.0,9.0
निकलेगा,1.0,
विश्लेषणात्मक,1.0,9.0
विश्लेषणात्,1.0,8.0
विश्लेषणात,1.0,9.0
एलिफेंट,1.0,4.0
एरोमबा,1.0,3.0
एरो,1.0,9.0
एरिया,1.0,7.0
एरिद,1.0,9.0
एयरवेज,1.0,6.0
निगला,1.0,
निगलना,1.0,9.0
निखिल,1.0,3.0
ऐन,1.0,9.0
निखरने,1.0,5.0
ऐंड,1.0,3.0
विशेषाधिकार,1.0,8.0
विसर्जन,1.0,8.0
विसंगति,1.0,9.0
विषयस,1.0,9.0
विषयवासना,1.0,8.0
निखरती,1.0,9.0
एतू,1.0,9.0
एडवांस,1.0,9.0
टाइफाइड,1.0,8.0
एक्सीलेंस,1.0,1.0
टाइप,1.0,6.0
एशियाई,1.0,5.0
टिटकारना,1.0,9.0
एवं नित्यान,1.0,7.0
एवं उनसे,1.0,7.0
एल्बम,1.0,9.0
विषयगत,1.0,8.0
टिके,1.0,4.0
विश्वासपूर्वक,1.0,8.0
वीथियों,1.0,4.0
वीणावादिनी,1.0,9.0
वीक,1.0,9.0
विह्वल,1.0,5.0
एकांकीकार,1.0,9.0
एकवचनों,1.0,4.0
एयर,1.0,9.0
टिकाव,1.0,8.0
एफिल,1.0,6.0
एनबीटी,1.0,2.0
टिकाइए,1.0,
विहित,1.0,9.0
टिका,1.0,8.0
निखर,1.0,4.0
वृत्तचित्र,1.0,5.0
वृक्षमाता,1.0,3.0
निकृष्ट,1.0,6.0
निकासी,1.0,9.0
एक सफल,1.0,7.0
एंदद,1.0,9.0
एंजाइम,1.0,5.0
एंक,1.0,7.0
निकालेंगे,1.0,8.0
एकात्मकता,1.0,8.0
एकाग्रता,1.0,9.0
एकाकीपन,1.0,9.0
एकाकार,1.0,9.0
नित्यप्रति,1.0,8.0
नित्य,1.0,9.0
नितांत,1.0,6.0
वीरतापूर्वक,1.0,9.0
वीरगाथा,1.0,9.0
निजी,1.0,9.0
निजता,1.0,9.0
वृहत,1.0,8.0
वृष्टि,1.0,7.0
वृषि,1.0,7.0
वृषभ,1.0,9.0
निछावर,1.0,8.0
निचोड़कर,1.0,8.0
निचोड़,1.0,8.0
निचला,1.0,9.0
वृत्तांतों,1.0,4.0
निभती,1.0,9.0
वेलफेयर,1.0,7.0
निभता,1.0,9.0
वेबध,1.0,7.0
वेन,1.0,9.0
निबौरियों,1.0,4.0
निबंधः,1.0,9.0
ऋणात्मकता,1.0,7.0
निपोरना,1.0,9.0
निपोरते,1.0,9.0
ऊष्म,1.0,1.0
निपुणता,1.0,1.0
ऊबने,1.0,7.0
निपुण,1.0,8.0
एकत,1.0,9.0
एकड़,1.0,5.0
निधड़य,1.0,7.0
वेदांगों,1.0,8.0
निद्रा,1.0,8.0
निय,1.0,8.0
निम्नलिखित प्रश्न,1.0,7.0
वेणे,1.0,9.0
वेटिंग,1.0,9.0
वेगपूर्वक,1.0,9.0
वैशाख,1.0,9.0
वैरों,1.0,8.0
वैरागी,1.0,8.0
वैयाकरण,1.0,1.0
टह,1.0,5.0
वैधता,1.0,7.0
टल्ली,1.0,4.0
टल,1.0,9.0
टाली,1.0,7.0
व्यंग्यकार,1.0,9.0
वॉस्ट,1.0,9.0
वॉलीबॉल,1.0,9.0
टाला,1.0,7.0
ऊंची,1.0,2.0
टाम,1.0,9.0
ऊंघता,1.0,9.0
टाटाचार,1.0,9.0
टाटाओं,1.0,8.0
निमिषा,1.0,7.0
निमित्त,1.0,9.0
निमाड़ी,1.0,5.0
ऋषभ,1.0,4.0
निमंत्रित,1.0,6.0
निभाया,1.0,9.0
वॉ,1.0,3.0
वैशिष्ट्य,1.0,8.0
निभाना,1.0,9.0
निराधार,1.0,9.0
व्यतीत,1.0,7.0
निरर्थक,1.0,1.0
व्यक्तियों,1.0,7.0
व्यक्तिपरक,1.0,7.0
व्यक्तिगत,1.0,7.0
निरखना,1.0,9.0
ऊबड़,1.0,9.0
निरक्षरता,1.0,9.0
नियोजन,1.0,6.0
नियमपूर्वक,1.0,9.0
निर्दयता,1.0,6.0
निर्णायकों,1.0,6.0
व्यंजित,1.0,9.0
टपकती,1.0,2.0
टनकी,1.0,5.0
व्याघ,1.0,8.0
टटोल,1.0,9.0
टाँगों,1.0,9.0
व्यवहारिकता,1.0,6.0
उल्लंघन,1.0,8.0
उलटूँ,1.0,9.0
ऊँचाइयों तक,1.0,7.0
ऊँचाइयों,1.0,8.0
ऊँचाइयाँ,1.0,9.0
ऊँच,1.0,9.0
उड़ान,1.0,8.0
उड़ाती,1.0,4.0
टाँगें,1.0,9.0
व्यवहा,1.0,7.0
व्यवस्थापिका,1.0,7.0
व्यवस्थापना,1.0,8.0
टाँका,1.0,8.0
व्यवसायी,1.0,6.0
टाँ,1.0,8.0
व्यूह,1.0,9.0
व्यास,1.0,7.0
व्यायिका,1.0,9.0
व्यायासमु,1.0,9.0
उम्मीदों,1.0,9.0
टहलराम,1.0,5.0
उम्मीद,1.0,7.0
टहलते,1.0,6.0
निर्जीव,1.0,5.0
उमस,1.0,7.0
उष्णता,1.0,8.0
निर्गुण,1.0,9.0
निर्मला,1.0,9.0
व्यापारी,1.0,7.0
निर्भीकतापूर्वक,1.0,9.0
निर्भीकता,1.0,8.0
शकुंक,1.0,7.0
शकल,1.0,4.0
निर्बलता,1.0,9.0
शंभू,1.0,7.0
निर्बल,1.0,6.0
निर्धन,1.0,4.0
उभारा,1.0,9.0
उभार,1.0,7.0
निवीरता,1.0,7.0
उभरी,1.0,9.0
उभरने,1.0,6.0
निवाला,1.0,9.0
उभरता,1.0,9.0
निवार्या,1.0,9.0
